P01;A01;DMSO;630;538;1,966;0.650794;0.626394;0.652594
P01;A02;DMSO;696;552;1,701;0.545977;0.585145;0.556731
P01;A03;Azaguanine-8;597;610;1,957;0.673367;0.652459;0.543689
P01;A04;Metronidazole;590;645;1,892;0.669492;0.568992;0.540698
P01;A05;Allantoin;566;559;1,652;0.729682;0.679785;0.556901
P01;A06;Cotinine (-);556;526;2,007;0.679856;0.653992;0.539113
P01;A07;Acetazolamide;466;537;2,007;0.755365;0.532588;0.56851
P01;A08;Edrophonium chloride;465;551;1,996;0.765591;0.649728;0.531062
P01;A09;Metformin hydrochloride;504;563;2,076;0.720238;0.619893;0.606455
P01;A10;Moroxidine hydrochloride;549;527;1,943;0.659381;0.607211;0.510551
P01;A11;Atracurium besylate;627;518;1,779;0.62201;0.550193;0.532884
P01;A12;Baclofen (R,S);568;543;1,926;0.705986;0.683241;0.545691
P01;A13;Isoflupredone acetate;423;525;1,566;0.808511;0.801905;0.731801
P01;A14;Acyclovir;740;592;1,772;0.590541;0.630068;0.551919
P01;A15;Amiloride hydrochloride dihydrate;484;581;1,870;0.727273;0.645439;0.608021
P01;A16;Diazoxide;800;612;1,772;0.54;0.553922;0.528217
P01;A17;Amprolium hydrochloride;633;588;1,868;0.638231;0.639456;0.528373
P01;A18;Amidopyrine;877;604;1,978;0.525656;0.61755;0.552578
P01;A19;Hydrochlorothiazide;882;605;1,958;0.414966;0.545455;0.539837
P01;A20;Ursolic acid;879;612;1,725;0.497156;0.607843;0.572754
P01;A21;Sulfaguanidine;963;713;1,750;0.475597;0.56101;0.494857
P01;A22;Pindolol;765;500;1,737;0.563399;0.624;0.617156
P01;A23;DMSO;876;566;1,775;0.465753;0.618375;0.519437
P01;A24;DMSO;838;641;1,875;0.480907;0.595944;0.610133
P01;B01;DMSO;599;480;1,942;0.519199;0.675;0.562307
P01;B02;DMSO;737;632;2,184;0.548168;0.539557;0.502747
P01;B03;Isoniazid;929;582;1,984;0.484392;0.649485;0.555444
P01;B04;Mexiletine hydrochloride;1,351;655;2,210;0.336788;0.61374;0.51991
P01;B05;Pentylenetetrazole;1,212;541;2,147;0.363036;0.622921;0.49837
P01;B06;Flavoxate hydrochloride;1,130;646;1,497;0.389381;0.620743;0.59185
P01;B07;Chlorzoxazone;1,304;687;2,047;0.319018;0.484716;0.506595
P01;B08;Bufexamac;980;652;2,139;0.437755;0.59816;0.554465
P01;B09;Ornidazole;1,046;647;2,294;0.433078;0.627512;0.53313
P01;B10;Glutethimide, para-amino;1,112;667;1,997;0.408273;0.547226;0.518277
P01;B11;Ethosuximide;901;709;2,204;0.45394;0.523272;0.509528
P01;B12;Dropropizine (R,S);1,095;635;2,184;0.392694;0.611024;0.566392
P01;B13;Mafenide hydrochloride;1,009;636;2,099;0.439049;0.573899;0.500238
P01;B14;Pinacidil;1,190;812;2,000;0.334454;0.503695;0.522
P01;B15;Riluzole hydrochloride;1,039;752;1,856;0.404235;0.456117;0.498384
P01;B16;Albendazole;251;135;369;0.741036;0.711111;0.731707
P01;B17;Nitrofurantoin;839;757;2,074;0.536353;0.581242;0.6027
P01;B18;Clonidine hydrochloride;886;687;2,045;0.446953;0.614265;0.641076
P01;B19;Hydralazine hydrochloride;1,135;682;2,210;0.39207;0.557185;0.504525
P01;B20;Bupropion hydrochloride;1,040;640;2,111;0.448077;0.628125;0.576504
P01;B21;Phenelzine sulfate;980;713;2,142;0.471429;0.542777;0.539683
P01;B22;Alprenolol hydrochloride;1,000;667;2,109;0.441;0.527736;0.573732
P01;B23;DMSO;976;593;2,095;0.45082;0.661046;0.543198
P01;B24;DMSO;788;621;1,867;0.464467;0.616747;0.561864
P01;C01;DMSO;766;731;2,184;0.531332;0.536252;0.578755
P01;C02;DMSO;646;540;1,905;0.578947;0.661111;0.531234
P01;C03;Meticrane;714;735;2,043;0.662465;0.537415;0.519334
P01;C04;Khellin;734;545;1,926;0.652589;0.592661;0.518172
P01;C05;Benzonatate;863;799;2,103;0.581692;0.589487;0.493105
P01;C06;Zimelidine dihydrochloride monohydrate;976;677;1,927;0.594262;0.635155;0.723923
P01;C07;Hydroflumethiazide;895;739;2,105;0.541899;0.47226;0.464133
P01;C08;Azacyclonol;941;677;2,178;0.571732;0.531758;0.51056
P01;C09;Sulfacetamide sodic hydrate;847;797;2,172;0.570248;0.414053;0.419429
P01;C10;Azathioprine;995;831;2,005;0.477387;0.505415;0.549626
P01;C11;Heptaminol hydrochloride;838;808;2,089;0.51074;0.443069;0.453806
P01;C12;Lynestrenol;856;683;2,156;0.523364;0.494876;0.447124
P01;C13;Sulfathiazole;834;653;2,222;0.48801;0.595712;0.471197
P01;C14;Guanabenz acetate;849;777;2,067;0.727915;0.692407;0.681664
P01;C15;Levodopa;1,078;668;2,135;0.455473;0.543413;0.361593
P01;C16;Disulfiram;658;632;1,591;0.493921;0.643987;0.531113
P01;C17;Idoxuridine;982;706;1,876;0.517312;0.481586;0.398188
P01;C18;Acetylsalicylsalicylic acid;997;631;2,019;0.383149;0.575277;0.479445
P01;C19;Captopril;920;806;2,282;0.509783;0.503722;0.415863
P01;C20;Mianserine hydrochloride;795;740;2,186;0.633962;0.605405;0.428637
P01;C21;Minoxidil;1,011;648;2,069;0.465875;0.584877;0.452392
P01;C22;Nocodazole;233;183;444;0.665236;0.666667;0.878378
P01;C23;DMSO;1,051;665;2,033;0.443387;0.572932;0.42548
P01;C24;DMSO;968;678;2,089;0.479339;0.561947;0.440402
P01;D01;DMSO;524;553;1,825;0.641221;0.614828;0.43726
P01;D02;DMSO;723;684;2,137;0.536653;0.52924;0.43051
P01;D03;Tranexamic acid;820;694;1,947;0.579268;0.5317;0.400103
P01;D04;Chlorothiazide;939;824;2,094;0.463259;0.424757;0.411175
P01;D05;Etofylline;867;680;2,121;0.595156;0.586765;0.585573
P01;D06;Diphenidol hydrochloride;876;806;2,117;0.557078;0.564516;0.621634
P01;D07;Tranylcypromine hydrochloride;743;690;2,138;0.608345;0.52029;0.498129
P01;D08;Norethindrone;893;663;1,981;0.554311;0.597285;0.576477
P01;D09;Alverine citrate salt;905;623;2,113;0.497238;0.523274;0.494558
P01;D10;Nortriptyline hydrochloride;943;691;2,100;0.49947;0.571635;0.53
P01;D11;Aceclofenac;996;845;2,112;0.416667;0.428402;0.443655
P01;D12;Niflumic acid;1,070;854;2,295;0.41028;0.416862;0.459259
P01;D13;Iproniazide phosphate;895;694;1,958;0.724022;0.743516;0.721144
P01;D14;Isotretinoin;1,129;526;1,799;0.577502;0.806084;0.714842
P01;D15;Sulfamethoxazole;935;789;2,126;0.536898;0.553866;0.60301
P01;D16;Retinoic acid ;814;806;1,913;0.523342;0.57072;0.545217
P01;D17;Mephenesin;926;827;2,204;0.447084;0.4474;0.505898
P01;D18;Antazoline hydrochloride;1,094;702;2,294;0.446984;0.468661;0.510462
P01;D19;Phenformin hydrochloride;1,021;808;2,187;0.38002;0.481436;0.477824
P01;D20;Ethacrynic acid;1,095;742;2,180;0.448402;0.471698;0.482569
P01;D21;Flutamide;912;761;2,282;0.513158;0.407359;0.423751
P01;D22;Praziquantel;862;778;2,055;0.453596;0.465296;0.429197
P01;D23;DMSO;879;630;2,151;0.468714;0.528571;0.448164
P01;D24;DMSO;929;692;2,187;0.420883;0.554913;0.438043
P01;E01;DMSO;783;618;2,059;0.505747;0.650485;0.467217
P01;E02;DMSO;893;601;1,902;0.475924;0.63228;0.413249
P01;E03;Sulfaphenazole;932;620;2,061;0.497854;0.619355;0.496361
P01;E04;R(-) Apomorphine hydrochloride hemihydrate;802;612;2,052;0.557357;0.609477;0.464912
P01;E05;Panthenol (D);710;698;2,172;0.597183;0.555874;0.427716
P01;E06;Amoxapine;758;602;2,052;0.601583;0.631229;0.426413
P01;E07;Sulfadiazine;834;721;2,221;0.621103;0.592233;0.467357
P01;E08;Cyproheptadine hydrochloride;948;542;1,952;0.462025;0.47786;0.402664
P01;E09;Norethynodrel;921;709;1,960;0.478827;0.490832;0.391837
P01;E10;Famotidine;940;731;2,016;0.517021;0.471956;0.469742
P01;E11;Thiamphenicol;853;757;2,304;0.588511;0.445178;0.438802
P01;E12;Danazol;998;823;2,155;0.447896;0.540705;0.488631
P01;E13;Cimetidine;1,011;673;2,370;0.472799;0.222883;0.408861
P01;E14;Nicorandil;1,021;687;2,243;0.566112;0.547307;0.393669
P01;E15;Doxylamine succinate;999;850;2,146;0.394394;0.364706;0.464585
P01;E16;Tomatine;105;70;218;0.952381;0.957143;0.990826
P01;E17;Ethambutol dihydrochloride;1,030;730;2,234;0.456311;0.587671;0.437332
P01;E18;Nomifensine maleate;1,046;647;2,114;0.481836;0.608964;0.432829
P01;E19;Antipyrine;1,009;777;2,227;0.38553;0.429858;0.422093
P01;E20;Dizocilpine maleate;863;654;2,175;0.536501;0.643731;0.47908
P01;E21;Antipyrine, 4-hydroxy;1,086;673;2,071;0.428177;0.500743;0.389667
P01;E22;Acenocoumarol;832;759;2,043;0.59375;0.500659;0.599608
P01;E23;DMSO;1,018;790;2,259;0.397839;0.448101;0.424967
P01;E24;DMSO;790;714;1,930;0.537975;0.543417;0.478238
P01;F01;DMSO;652;645;1,958;0.587423;0.525581;0.457099
P01;F02;DMSO;843;550;2,054;0.539739;0.62;0.43963
P01;F03;Ampyrone;822;766;2,026;0.549878;0.447781;0.470385
P01;F04;Ethisterone;701;742;2,134;0.592011;0.504043;0.473758
P01;F05;Levamisole hydrochloride;842;750;2,081;0.480998;0.534667;0.474291
P01;F06;Triprolidine hydrochloride;788;800;2,224;0.567259;0.4;0.439748
P01;F07;Pargyline hydrochloride;932;796;2,194;0.48927;0.459799;0.438924
P01;F08;Doxepin hydrochloride;1,011;804;2,251;0.397626;0.399254;0.432252
P01;F09;Methocarbamol;1,029;750;2,270;0.4276;0.489333;0.445374
P01;F10;Dyclonine hydrochloride;993;817;2,315;0.473313;0.46634;0.438877
P01;F11;Aztreonam;1,077;807;2,254;0.476323;0.513011;0.427684
P01;F12;Dimenhydrinate;1,002;859;2,270;0.496008;0.46915;0.517621
P01;F13;Cloxacillin sodium salt;1,054;747;2,150;0.463947;0.514056;0.428372
P01;F14;Disopyramide;951;750;2,131;0.513144;0.526667;0.453308
P01;F15;Catharanthine;1,026;792;2,264;0.499025;0.462121;0.442138
P01;F16;Clotrimazole;970;691;2,057;0.482474;0.47178;0.470102
P01;F17;Pentolinium bitartrate;1,145;688;2,139;0.39738;0.518895;0.461898
P01;F18;Vinpocetine;1,061;795;2,285;0.438266;0.479245;0.497155
P01;F19;Aminopurine, 6-benzyl;1,099;846;2,125;0.407643;0.492908;0.487059
P01;F20;Clomipramine hydrochloride;903;602;2,002;0.470653;0.604651;0.486014
P01;F21;Tolbutamide;1,053;656;2,194;0.433998;0.63872;0.52917
P01;F22;Fendiline hydrochloride;1,014;863;2,059;0.502959;0.511008;0.593978
P01;F23;DMSO;971;734;2,142;0.422245;0.521798;0.495331
P01;F24;DMSO;866;674;2,297;0.387991;0.48368;0.474097
P01;G01;DMSO;695;761;2,042;0.541007;0.507227;0.478942
P01;G02;DMSO;680;582;1,974;0.617647;0.656357;0.429585
P01;G03;Chloramphenicol;758;733;2,147;0.658311;0.526603;0.483
P01;G04;Naloxone hydrochloride;809;699;1,981;0.641533;0.555079;0.436648
P01;G05;Epirizole;877;695;2,161;0.542759;0.585612;0.546969
P01;G06;Metolazone;976;705;2,040;0.411885;0.398582;0.490196
P01;G07;Diprophylline;916;802;2,294;0.517467;0.516209;0.559285
P01;G08;Ciprofloxacin hydrochloride;1,031;725;2,245;0.392823;0.49931;0.526058
P01;G09;Triamterene;1,156;709;2,410;0.432526;0.572638;0.542739
P01;G10;Ampicillin trihydrate;887;898;2,117;0.574972;0.364143;0.553141
P01;G11;Dapsone;935;801;2,200;0.499465;0.540574;0.559091
P01;G12;Haloperidol;972;903;2,020;0.513374;0.487265;0.534653
P01;G13;Troleandomycin;889;811;2,218;0.56243;0.545006;0.539675
P01;G14;Naltrexone hydrochloride dihydrate;799;847;2,091;0.654568;0.44392;0.507413
